Countries,Indicators,,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Mongolia,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,5,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4
Mongolia,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,99,96,95,96,93,96,96,97,94,94,96,94,94,95,94,96,94,97
Mongolia,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,20,22,22,25,26,32,26,23,21,23,28,32,32,37,35,36,32,32
Mongolia,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,4,3,3,2,2,2,2,3,3,3,2,2,2,2,2,2,3,2
Mongolia,Domestic General Government Health Expenditure (GGHE-D) per Capita in US$,,20,18,20,18,21,23,33,47,69,53,65,80,102,99,99,94,97,92
Mongolia,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,7,7,8,7,10,13,15,18,23,19,30,46,56,70,65,66,57,53
Mongolia,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,5,6,7,7,8,12,13,16,21,17,28,43,53,67,61,60,52,48
Mongolia,Government Subsidy to Social Health Insurance (TRAN) as % of Social Health Insurance (SHI),,41,32,22,20,17,15,15,14,13,12,15,9,8,7,6,6,16,18
Mongolia,General government expenditure ,Million NCU,"422,650","489,730","550,481","615,753","752,475","764,597","1,054,920","1,749,700","2,466,770","2,336,630","3,080,690","4,997,040","6,492,900","7,688,590","8,682,190","7,781,470","9,699,240","8,448,080"
Nauru,Current Health Expenditure (CHE) per Capita in US$,,292,270,294,344,317,327,362,589,814,566,650,688,858,793,937,"1,054","1,264","1,107"
Nauru,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,13,14,16,14,12,13,14,25,19,10,10,8,7,8,9,13,14,11
Nauru,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,88,81,77,87,89,97,94,73,59,60,64,62,51,64,66,58,72,77
Nauru,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,4,4,4,4,5,4,4,2,2,3,2,2,1,1,1,1,1,1
Nauru,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,11,11,11,12,9,11,13,18,11,5,6,4,3,5,5,7,10,8
Nauru,Domestic General Government Health Expenditure (GGHE-D) per Capita in US$,,235,200,208,275,255,294,317,408,446,297,375,378,390,440,542,574,867,796
Nauru,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,21,18,19,23,27,25,25,24,35,40,40,47,51,65,74,42,48,51
Nauru,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,12,11,11,13,15,14,14,14,18,18,15,13,7,8,10,10,12,10
Nauru,General government expenditure ,Million NCU,42,35,28,21,14,22,23,27,56,58,56,60,66,58,96,127,186,212
New Zealand,Current Health Expenditure (CHE) per Capita in US$,,"1,054","1,049","1,246","1,611","1,984","2,295","2,302","2,699","2,839","2,701","3,216","3,626","3,807","3,956","4,145","3,582","3,745","3,937"
New Zealand,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,7,8,8,8,8,8,9,8,9,10,10,10,10,9,9,9,9,9
New Zealand,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
New Zealand,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,15,17,16,15,14,14,14,11,13,12,12,12,12,12,13,13,14,14
New Zealand,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,6,6,6,6,6,6,7,7,7,7,8,7,8,7,7,7,7,7
New Zealand,Domestic General Government Health Expenditure (GGHE-D) per Capita in US$,,785,768,934,"1,216","1,528","1,766","1,777","2,140","2,204","2,099","2,517","2,857","2,989","3,071","3,209","2,676","2,792","2,971"
New Zealand,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,269,281,312,395,456,529,524,559,635,602,699,769,818,885,935,907,953,966
New Zealand,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,162,178,200,248,280,323,319,309,376,334,385,439,467,489,533,479,508,535
New Zealand,Government Subsidy to Social Health Insurance (TRAN) as % of Social Health Insurance (SHI),,64,64,64,64,64,64,64,64,64,64,64,60,59,64,59,73,70,62
New Zealand,General government expenditure ,Million NCU,"45,344","47,049","49,170","51,928","55,338","59,692","63,965","67,949","73,083","77,623","86,702","89,437","85,846","88,051","90,710","93,734","97,335","102,011"
Niue,Current Health Expenditure (CHE) per Capita in US$,,333,"2,540",523,562,"1,191",866,"3,696","1,302","1,725","1,803","1,361","2,373","1,271","1,416","1,697","1,130","1,084","1,259"
Niue,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,8,67,12,10,17,11,42,13,16,17,10,16,8,9,11,8,8,9
Niue,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,96,57,89,90,69,77,92,95,88,86,86,89,86,79,70,75,78,73
Niue,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
Niue,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,8,38,11,9,12,8,39,12,14,14,9,14,7,7,7,6,6,6
Niue,Domestic General Government Health Expenditure (GGHE-D) per Capita in US$,,313,"1,440",460,496,811,660,"3,408","1,218","1,499","1,539","1,149","2,083","1,069","1,099","1,169",836,831,907
Niue,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,5,5,7,8,9,10,11,12,13,13,16,18,19,19,19,11,11,11
Niue,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,5,5,7,8,9,10,11,12,13,13,16,18,19,19,19,11,11,11
Niue,General government expenditure ,Million NCU,20,21,18,16,21,22,22,23,22,21,37,47,44,39,38,35,39,39
Palau,Current Health Expenditure (CHE) per Capita in US$,,676,639,668,705,831,868,913,955,925,932,"1,038","1,014","1,183","1,292","1,402","1,499","1,675","1,596"
Palau,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,9,8,8,9,10,9,10,10,9,10,12,11,11,12,12,11,12,12
Palau,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,74,73,71,70,65,63,65,63,62,70,64,68,67,71,68,69,85,86
Palau,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,16,17,17,16,14,15,16,16,17,18,17,17,15,15,14,15,14,15
Palau,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,5,4,4,4,4,3,4,3,3,4,4,4,4,5,4,4,6,6
Palau,Domestic General Government Health Expenditure (GGHE-D) per Capita in US$,,359,325,298,311,348,325,347,331,299,361,367,380,439,497,512,516,875,808
Palau,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,144,142,174,181,192,219,247,268,276,294,299,312,356,418,444,517,542,558
Palau,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,109,108,112,115,119,134,147,155,161,171,174,174,176,189,195,224,242,247
Palau,Government Subsidy to Social Health Insurance (TRAN) as % of Social Health Insurance (SHI),,,,,,,,,,,,,0,0,0,0,3,0,5
Palau,General government expenditure ,Million NCU,84,79,79,73,81,74,87,96,88,78,88,85,93,90,98,100,114,101
Papua New Guinea,Current Health Expenditure (CHE) per Capita in US$,,19,18,21,22,26,28,31,35,37,39,42,57,76,84,98,50,60,61
Papua New Guinea,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,2,2,3,2,3,2,2,2,2,2,2,2,3,3,3,2,3,2
Papua New Guinea,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,94,81,72,67,74,74,75,75,80,77,74,78,78,73,68,88,82,84
Papua New Guinea,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,9,9,9,9,8,8,8,8,9,10,12,12,9,7,6,12,10,9
Papua New Guinea,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,1,2,2
Papua New Guinea,Domestic General Government Health Expenditure (GGHE-D) per Capita in US$,,16,13,13,13,17,19,21,24,26,26,26,37,52,56,60,38,43,46
Papua New Guinea,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,2,2,2,2,2,2,3,3,3,4,5,7,7,6,6,6,6,6
Papua New Guinea,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,2,2,2,2,2,2,3,3,3,4,5,7,7,6,6,6,6,6
Papua New Guinea,General government expenditure ,Million NCU,"2,942","3,311","3,557","3,651","3,933","4,692","4,966","5,101","6,225","7,892","7,128","8,395","9,947","13,176","15,454","13,759","13,572","13,320"
Philippines,Current Health Expenditure (CHE) per Capita in US$,,33,28,27,32,34,47,55,66,77,79,92,99,113,123,117,124,130,133
Philippines,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4
Philippines,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,96,96,97,97,96,96,96,98,99,98,98,99,99,98,99,99,98,97
Philippines,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,41,45,48,48,48,52,54,56,57,56,55,59,58,58,56,55,54,53
Philippines,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Philippines,Domestic General Government Health Expenditure (GGHE-D) per Capita in US$,,15,11,10,12,12,15,18,21,23,24,29,26,30,32,32,39,41,42
Philippines,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,17,16,16,19,21,29,35,44,53,53,61,72,82,89,83,83,86,87
Philippines,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,14,13,13,15,16,24,30,37,44,44,50,58,66,71,65,68,70,70
Philippines,Government Subsidy to Social Health Insurance (TRAN) as % of Social Health Insurance (SHI),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,68,69,71
Philippines,General government expenditure ,Million NCU,"769,431","845,789","894,366","962,963","1,031,230","1,108,960","1,197,570","1,308,920","1,439,710","1,611,740","1,724,630","1,739,290","1,997,780","2,152,100","2,285,720","2,499,820","2,822,530","3,147,210"
Republic of Korea,Current Health Expenditure (CHE) per Capita in US$,,474,511,547,648,722,892,"1,072","1,230","1,156","1,112","1,374","1,521","1,576","1,712","1,911","1,925","2,040","2,283"
Republic of Korea,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,4,5,4,5,5,5,5,5,6,6,6,6,6,7,7,7,7,8
Republic of Korea,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Republic of Korea,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,44,40,39,39,38,38,36,36,37,35,34,35,35,35,34,34,33,34
Republic of Korea,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,2,3,2,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4
Republic of Korea,Domestic General Government Health Expenditure (GGHE-D) per Capita in US$,,239,284,308,361,407,506,628,721,658,654,811,886,905,987,"1,093","1,104","1,175","1,310"
Republic of Korea,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,235,227,240,287,315,386,444,510,498,458,563,635,671,725,817,822,866,973
Republic of Korea,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,207,202,214,253,278,340,388,445,433,386,473,526,551,593,655,655,681,769
Republic of Korea,Government Subsidy to Social Health Insurance (TRAN) as % of Social Health Insurance (SHI),,25,18,20,21,19,19,17,14,16,17,16,15,16,16,16,17,15,14
Republic of Korea,General government expenditure ,Million NCU,"156,968,600","181,738,500","198,646,900","264,116,500","259,550,500","271,192,000","290,891,900","309,583,500","353,493,900","401,766,700","392,264,100","431,075,500","450,811,900","453,991,400","475,250,100","505,139,400","529,717,400","562,756,957"
Samoa,Current Health Expenditure (CHE) per Capita in US$,,63,59,76,86,109,126,138,153,163,179,193,220,205,257,259,223,227,233
Samoa,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,4,4,5,4,5,5,5,5,5,5,5,5,5,6,6,6,6,5
Samoa,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,96,97,90,83,81,83,84,83,92,91,89,81,93,77,82,91,89,87
Samoa,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,12,14,13,14,13,13,13,13,14,13,13,12,14,11,11,12,12,12
Samoa,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,4,3,4,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4
Samoa,Domestic General Government Health Expenditure (GGHE-D) per Capita in US$,,53,48,58,58,73,86,97,106,124,139,145,150,161,167,183,176,173,174
Samoa,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,8,9,11,13,15,18,19,22,25,24,26,29,31,31,31,28,29,29
Samoa,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,8,8,10,12,14,16,18,20,23,22,24,27,28,28,28,26,27,28
Samoa,General government expenditure ,Million NCU,256,281,309,309,327,405,395,478,482,553,646,636,688,691,809,759,750,753
Singapore,Current Health Expenditure (CHE) per Capita in US$,,821,707,752,829,829,863,946,"1,085","1,275","1,329","1,514","1,704","1,863","2,115","2,237","2,326","2,490","2,619"
Singapore,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,3,3,3,4,3,3,3,3,3,3,3,3,3,4,4,4,4,4
Singapore,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Singapore,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,48,56,53,48,51,50,49,48,46,43,41,40,38,36,33,33,33,32
Singapore,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2
Singapore,Domestic General Government Health Expenditure (GGHE-D) per Capita in US$,,298,197,236,307,269,285,321,363,476,463,543,633,732,882,"1,008","1,095","1,179","1,262"
Singapore,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,523,510,517,522,560,579,625,722,799,865,971,"1,072","1,131","1,233","1,230","1,231","1,311","1,356"
Singapore,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,395,393,399,402,423,432,462,526,592,575,628,673,702,765,745,770,813,841
Singapore,Government Subsidy to Social Health Insurance (TRAN) as % of Social Health Insurance (SHI),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,General government expenditure ,Million NCU,"30,137","34,318","30,257","30,603","31,357","30,796","34,763","37,803","47,945","50,668","49,818","50,989","52,739","57,025","63,297","74,746","76,897","79,176"
Solomon Islands,Current Health Expenditure (CHE) per Capita in US$,,48,63,80,56,68,93,91,92,97,91,94,123,108,110,120,103,106,101
Solomon Islands,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,5,7,11,8,9,10,9,9,8,8,7,7,6,5,6,5,5,5
Solomon Islands,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,97,96,59,77,67,74,69,72,76,66,63,60,63,63,62,72,74,77
Solomon Islands,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,4,4,2,3,4,3,4,4,4,4,5,4,5,5,5,5,5,5
Solomon Islands,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,5,6,6,6,5,7,6,6,6,5,4,4,3,3,3,4,4,3
Solomon Islands,Domestic General Government Health Expenditure (GGHE-D) per Capita in US$,,45,58,46,41,42,65,59,62,70,56,55,68,63,64,69,69,74,72
Solomon Islands,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,2,2,2,2,3,3,4,4,4,4,4,5,5,6,6,5,5,5
Solomon Islands,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,2,2,2,2,3,3,4,4,4,4,4,5,5,6,6,5,5,5
Solomon Islands,General government expenditure ,Million NCU,411,362,319,530,797,"1,152","1,395","1,760","2,204","2,574","3,099","3,400","3,819","3,862","3,908","4,382","4,609","4,848"
Tonga,Current Health Expenditure (CHE) per Capita in US$,,58,60,68,74,110,117,159,144,204,127,178,168,222,177,216,181,207,222
Tonga,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,3,3,4,3,4,4,6,5,6,4,5,4,5,4,5,5,5,5
Tonga,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,99,88,89,88,69,76,66,83,60,96,75,88,65,84,70,75,72,73
Tonga,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,18,15,15,16,12,13,10,12,10,15,12,14,11,14,11,13,11,11
Tonga,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3
Tonga,Domestic General Government Health Expenditure (GGHE-D) per Capita in US$,,44,41,47,50,59,67,81,94,95,94,102,115,112,116,118,105,119,130
Tonga,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,13,11,13,15,17,21,24,25,27,27,31,33,33,33,33,30,30,32
Tonga,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,10,9,10,12,14,15,16,18,20,19,21,23,24,25,25,23,22,24
Tonga,General government expenditure ,Million NCU,67,76,87,90,96,125,144,148,156,178,224,240,250,260,285,343,386,418
Tuvalu,Current Health Expenditure (CHE) per Capita in US$,,358,271,217,287,228,242,298,295,314,375,500,568,533,631,571,536,554,622
Tuvalu,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,24,19,13,15,11,11,13,11,11,14,16,15,15,18,17,17,17,17
Tuvalu,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,100,95,94,92,97,98,85,95,98,88,88,89,92,78,87,80,81,73
Tuvalu,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Tuvalu,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,24,18,12,13,9,10,11,10,10,12,14,13,13,14,14,13,13,12
Tuvalu,Domestic General Government Health Expenditure (GGHE-D) per Capita in US$,,356,250,192,248,204,221,241,265,289,315,425,486,468,472,478,423,429,452
Tuvalu,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,2,9,13,17,16,15,11,15,19,14,15,21,20,20,19,6,18,3
Tuvalu,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,0,2,3,3,3,3,2,3,4,3,3,4,4,4,4,1,4,3
Tuvalu,General government expenditure ,Million NCU,48,40,30,29,23,25,32,30,32,36,33,30,29,33,45,57,64,66
Vanuatu,Current Health Expenditure (CHE) per Capita in US$,,49,46,53,55,63,62,68,73,82,84,100,115,119,132,109,119,110,106
Vanuatu,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,3,3,4,4,4,3,3,3,3,3,3,3,4,4,3,4,4,3
Vanuatu,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,85,85,76,84,79,78,77,84,85,74,67,77,69,61,28,59,65,74
Vanuatu,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,11,11,9,10,9,10,9,9,9,9,9,8,8,7,9,8,8,9
Vanuatu,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,2,3,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
Vanuatu,Domestic General Government Health Expenditure (GGHE-D) per Capita in US$,,36,34,36,39,42,40,44,52,60,51,55,75,69,67,18,58,59,65
Vanuatu,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,5,5,5,7,8,8,8,9,10,10,12,13,13,13,13,12,13,13
Vanuatu,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,5,5,5,5,6,6,6,7,7,7,9,10,10,10,10,9,9,9
Vanuatu,General government expenditure ,Million NCU,"9,527","8,371","8,164","7,240","7,554","7,894","9,773","11,876","16,644","17,435","18,416","17,315","16,942","16,423","22,583","34,344","32,207","36,508"
Viet Nam,Current Health Expenditure (CHE) per Capita in US$,,19,23,20,22,29,35,42,49,59,64,78,89,108,119,116,117,123,130
Viet Nam,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,5,6,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6
Viet Nam,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,96,96,95,95,94,96,96,96,98,98,98,98,98,98,97,98,98,98
Viet Nam,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,37,32,37,37,37,37,37,37,37,37,37,37,41,41,42,43,45,45
Viet Nam,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,3,3
